,enthusiasm,urgency,surprise,trust,curiosity,exclusivity,dominant topic,sum,subject lines
39,7.544618382631082e-05,0.26431337279024264,3.7536361224929926e-05,0.7349941141006492,0.0005348029305447248,4.472763351234508e-05,trust,1.0000000000000002,"Ad hominem - plus, The Words of the Week - 1/22/2021"
40,0.001556908959038477,0.002384597072460205,0.0011341497617565614,0.9914023207816017,0.001336476670356132,0.0021855467547867093,trust,0.9999999999999997,Notion 2.10
41,0.00022193290926779386,0.9994562664439736,8.279469525567967e-05,8.693503756992381e-05,7.545699357100598e-05,7.6613920361989e-05,urgency,0.9999999999999999,Ends soon: $1 a week. The sale is on.
42,0.00014409163219056699,8.927112026819954e-05,6.287500604523328e-05,0.9990393345505308,0.0004984646677352729,0.00016596302322963247,trust,0.9999999999999998,Sign Up for a Late Start Class or Get Help with UC/CSU Apps!
43,0.0005570938875834705,0.00038845606718458696,0.0001809697102366026,0.5089908560832462,0.4895963018031218,0.0002863224486272134,trust,0.9999999999999999,Want to win $500?
44,0.0001145743384530953,6.276628627409453e-05,0.0002271144786335237,0.00020543221451806924,0.9993152104405931,7.490224152823855e-05,curiosity,1.0000000000000002,NEW jobs for Business Administration majors!
45,5.3659651695754066e-05,0.00021416489992254263,4.762736767909665e-05,0.00023015443280272846,0.9993989490576076,5.5444590292349905e-05,curiosity,1.0,"Posthumous - plus, 8 Words for Being Quiet"
46,0.002735065168640624,0.0016822022785438196,0.9817951678441665,0.0035454390931416255,0.004184119679135407,0.006058005936371804,surprise,0.9999999999999999,You have a new message!
47,0.007860396655539179,0.004583170145046033,0.0007165886779508015,0.01570019213046561,0.0020943879998721587,0.9690452643911263,exclusivity,1.0,Make Me an Offer
48,0.00011756470215680496,0.00035599772904625207,9.408033407375105e-05,0.9980347450553799,0.0013099721129078575,8.7640066435148e-05,trust,0.9999999999999997,"Baksheesh - plus, The Words of the Week - 1/8/21"
49,0.00040979558037190815,0.9991054233313754,0.00013493042423071833,0.00017546852627139153,8.545215350800619e-05,8.892998424236628e-05,urgency,0.9999999999999998,Ends soon: $1 a week. Keep current.
50,0.007369012027065305,0.0049465129359283115,0.9211809305541281,0.05520294286587429,0.0032695245978168496,0.008031077019187314,surprise,1.0,You Won't Believe What is Online This Fall!
51,0.0002618997928283258,0.00026148359617254646,0.7308224152787954,0.2682962435185004,0.0002046971832512164,0.00015326063045213053,surprise,1.0,"Tell us about Daision.AI, Harvey Mudd College..."
52,0.0005203201566849177,0.12983070883481324,0.8691983489834163,0.00011979618110997756,0.00021146043880926273,0.00011936540516632297,surprise,1.0,Potential Advisor Opportunity
53,0.0001338754923671525,0.0001322296173625917,0.00021502456730999352,0.9994103822282133,5.590383505807663e-05,5.2584259688967524e-05,trust,1.0,[econ 100B] Announcement #2 on 12-31-2020
54,2.5312944397717517e-05,0.9991407005412485,2.1384713264590546e-05,0.00035489691110001493,0.0003977022197580309,6.000267023108433e-05,urgency,0.9999999999999999,"Week In Review: Touchback, Multiculturalism, Pariah, and more"
55,5.662525702340618e-05,0.0002176623723960061,5.059981981222303e-05,8.810175422985292e-05,0.9995286711578734,5.833963866528979e-05,curiosity,1.0,"Nebula - plus, 'Elude' and 'Allude'"
56,0.00021617455500130034,2.3491822986734638e-05,0.002152711016326167,0.9966022142555548,0.00042560608842589316,0.0005798022617050088,trust,0.9999999999999999,Message from Tab
57,5.34358780010786e-05,0.00022116017732503137,4.29696973665884e-05,0.00019488226375754964,0.9994314222965418,5.612968700818235e-05,curiosity,1.0000000000000002,"Week In Review: Preemptive, Deadname, Unsubstantiated, and more"
58,0.00010567071500231484,0.00016706241361612702,0.00012255482122656923,0.9992170628370987,0.00022915578506767478,0.0001584934279882488,trust,0.9999999999999996,"Presage - plus, When a Mistake Leads to a New Word"
59,0.0004744155889217696,0.00012280821522728336,0.9982696778986587,0.0008061903986496813,0.00018046284087543942,0.0001464450576671312,surprise,1.0,Coming Up: Virtual Recruiting Events in 2021
60,0.0003745751575701208,2.735846521440654e-05,0.20185808514761597,0.0017530015871975483,0.7959579894098525,2.89902325500032e-05,curiosity,1.0000000000000007,"Outcome of your Interview for the 2021 Summer Internship - Technical
 Operations Analysis Intern role at Nasdaq"
61,0.00023683403937576624,0.9964856995693779,0.00025423504942480275,0.001982553241923095,0.0004328285514812914,0.0006078495484171874,urgency,1.0,There is still time to register for Fall!
62,6.559311570116888e-05,5.992093884206495e-05,6.410908284276553e-05,3.730662876809534e-05,0.9997442933002914,2.8776933554457328e-05,curiosity,0.9999999999999999,"January's Hot Jobs: 36 Full-Time, 51 Part-Time, 100+ Internships!"
63,0.000386928658224519,0.0005132044131666601,0.00037676337955173874,0.00026526658833919535,0.997535478963638,0.0009223579970796678,curiosity,0.9999999999999998,Welcome to The New York Times
64,0.00014803761132589112,0.1167095152699384,5.399179637138983e-05,0.8828867340696803,0.00013324190690475318,6.847934577932335e-05,trust,1.0,Tanish $32K scholarship giveaway expires soon!
65,0.0009085485531813526,0.00029127345613051724,5.8905125866419656e-05,0.0024577384135999127,0.9958691824903575,0.0004143519608642433,curiosity,1.0,"Tanish, your profile's missing something..."
66,0.00047934356658516867,0.4993423210947661,1.9097800700633235e-05,0.0013308644500654547,1.9739048829185716e-05,0.49880863403905346,urgency,1.0,Teaching math outside the classroom?
67,0.3970872769223429,0.0005447648361607054,0.00023103474132651222,0.0003760480263856834,0.6017445048327966,1.637064098788808e-05,curiosity,1.0000000000000004,Thank you for your recent interest in Maplesoft.
68,0.0005544739520789675,0.9843311424569201,1.3018188565350913e-05,0.007118256894346679,0.007787594347767906,0.0001955141603208931,urgency,0.9999999999999999,Remote Internship Application
69,0.9940729587599866,5.441573107247332e-05,0.004979362578294705,1.241661346133496e-05,0.0007077381952383882,0.00017310812194670097,enthusiasm,1.0,Our emergency aid fund
70,9.683875345060578e-05,0.00018604874735077961,0.4491394897320419,0.000487663749414799,0.5496643800241091,0.0004255789936328951,curiosity,1.0,"Week In Review: Short Selling, Home Run, Muzzle, and more"
71,0.000825877522550925,0.43134812077122175,0.00012791159405945156,0.004641441437201376,0.5622541588811828,0.0008024897937838512,curiosity,1.0000000000000002,"Find Out How Mission ""Cares"" For You"
72,0.24605855591445905,0.00013732014174677674,3.9335409616795834e-05,0.00012284891718961484,0.753583833815503,5.8105801484847796e-05,curiosity,1.0,"Pedantic - plus, 'Intra-' and 'Inter-': Getting Into It"
73,5.376671588736894e-06,3.714153026613866e-06,2.023195130994837e-05,0.0002704795885634651,0.9996485404984914,5.165713701967129e-05,curiosity,0.9999999999999999,Hi Tanish! I saw your interest in Deutsche Bank jobs
74,0.00015970085620508318,0.6649834028080103,5.0575615596538076e-05,0.3342493107613704,0.00022192883658604776,0.0003350811222320202,urgency,1.0000000000000004,$2 a week: The facts going forward.
75,0.00014110662403892215,5.571595442782601e-05,8.591390248211316e-05,0.4256708699384564,0.02939539957654036,0.544650994004054,exclusivity,0.9999999999999996,"Hello from Harness: Learn Why One Mentor Simply Isn't Enough -
 Harness Event: ""Building a Brand From Scratch"""
76,0.9993446084614171,0.0002529259243050534,9.820687486530085e-05,9.955274820797982e-05,0.00014025246508845372,6.445352611585957e-05,enthusiasm,0.9999999999999997,"Exact - plus, On 'Feign,' 'Feint,' and 'Faint'"
77,0.0003165731589733576,0.9977830934956899,1.6119409671102193e-05,0.0008985718745580148,1.6655595789999624e-05,0.0009689864653178016,urgency,1.0000000000000002,Explore careers at Clorox
78,0.0001385355236621942,0.00023983217202107159,0.0010604715248132294,0.0003303925359967651,0.9981542128385068,7.655540499966789e-05,curiosity,0.9999999999999997,"Perdure - plus, The Words of the Week - 2/19/2021"
79,2.287480559989097e-05,2.5432025251364774e-05,0.00024074748975165007,0.9995241248211661,3.1643962700113395e-05,0.00015517689553048262,trust,0.9999999999999997,Develop for Good Nooks Survey - $200 Amazon Gift Card Raffle
80,0.000669376738421023,0.0052296280791356686,0.0002874591424892182,0.0009331457782832712,0.00010798549975529458,0.9927724047619154,exclusivity,0.9999999999999999,Hurry! Your questions expire soon
81,0.8665130589148218,0.004119339020287188,0.00011238699970321647,0.007861180486743112,0.0022803511665772133,0.11911368341186765,enthusiasm,1.0,Finish enrolling for Care.com now.
82,5.44337194261e-05,0.0002150795747214761,4.840313372620994e-05,0.00023118551031751176,0.999394697739643,5.6200322165791485e-05,curiosity,1.0,"Haptic - plus, Words That Are Their Own Opposites"
83,0.0010063685397890948,0.0015477758599388622,2.6758417148179745e-05,0.0012219707819312018,2.7645141806945324e-05,0.9961694812593856,exclusivity,0.9999999999999999,Everything okay with Tanish?
84,0.00014360971123054676,0.0001697951894837698,3.527566499269634e-05,0.00021676472043190523,0.9992084157095212,0.000226139004339801,curiosity,0.9999999999999999,520 New Words Added to the Dictionary!
85,0.14076426154840857,0.00040906816211380915,3.468751622540216e-05,5.5008413789292116e-05,0.8586087517396276,0.00012822261983534824,curiosity,1.0,"Vaunted - plus, How to Read a Dictionary Entry"
86,3.554792349619358e-05,0.2254624583722483,0.7740368611871337,5.665074308839464e-05,0.0003189252031307206,8.95565709028742e-05,surprise,1.0,TODAY: Houston Freshman Internship Open House Zoom Details
87,0.42595207350940867,3.708173328284823e-05,2.5852375836156948e-05,1.3318524424683043e-05,0.5739596249850465,1.204887200166717e-05,curiosity,1.0000000000000004,"December's Hot Jobs: 43 Full-Time Jobs, 43 Part-Time Jobs, 100+
 Internships, 32 Co-Founder Roles & more!"
88,0.00017772878778412273,0.00023619051814588744,6.374630801938255e-05,0.0005873500994967171,0.998586419747291,0.00034856453926277825,curiosity,0.9999999999999999,See what's happening at Mission College
89,0.00036634784110540353,0.9987927617761664,3.5219367394762246e-05,0.00010995642314715519,0.00014872460628959495,0.0005469899858968177,urgency,1.0000000000000002,LeetCode Weekly Digest
90,0.0010059629913992366,0.00045495092503414463,0.0003969464360722485,0.1296852145667878,0.8677123247525161,0.0007446003281904239,curiosity,1.0,Introducing Weekly Words for Kids
91,7.370730225391042e-05,7.338454122995045e-05,4.1921359132714236e-05,4.8048150114358936e-05,0.9996886333342647,7.430531300434659e-05,curiosity,1.0,10 new jobs for University of California-Berkeley students!
92,2.5645795070564347e-05,2.280368557904412e-05,2.6000912023526276e-05,0.0004164044135565091,0.9994841947987089,2.4950395061568772e-05,curiosity,1.0000000000000002,Apollo for LinkedIn
93,8.058549371057339e-05,6.517273397717227e-05,6.54101236330205e-05,3.259008217377895e-05,0.9997258973802569,3.0344186248209722e-05,curiosity,0.9999999999999997,"December's Hot Jobs: 36 Full-Time, 49 Part-Time, 100+ Internships!"
94,0.00011873292077744649,0.0004095235125263985,0.00010745266056761454,0.00027628158160081186,0.9990212860392427,6.672328528504757e-05,curiosity,1.0,"Bugbear - plus, How to Use the Dictionary"
95,9.301440162050175e-05,0.9994442618908997,7.027121472341081e-05,0.0001441849100180834,0.00013601710257879325,0.00011225048015992212,urgency,1.0000000000000004,Virtual Open Houses Starts Later This Week
96,0.0005060991993841722,5.3913403708465234e-05,0.0008779200160117486,0.0005896895433978417,0.9979657082690542,6.669568443655256e-06,curiosity,1.0,Remote Students Newsletter - 8/17
97,7.457896518811754e-05,8.475985293855893e-05,4.699459952474915e-05,0.9996660470560793,8.771743337401036e-05,3.99020928955092e-05,trust,1.0000000000000002,"Snivel - plus, 11 ""Problems"" Inspired by Animal Names"
98,0.0008266278546016123,0.000962387361678017,0.00023787381404951507,0.9945714149825146,0.003076363246348618,0.00032533274080785224,trust,1.0000000000000002,What's Up at Mission College This Week
99,0.47673083175741676,2.6425996444263292e-05,5.838617798610566e-05,2.094296888763639e-05,0.5231525080928683,1.090500639674296e-05,curiosity,0.9999999999999998,"October's Hot Jobs - 43 Full-Time Jobs, 37 Part-Time Jobs, 92
 Internships, 29 Co-Founder Roles & more!"
100,0.206313805310163,0.0001758631915763066,0.00032661572966486427,0.7927230819213676,0.00040647534815507427,5.4158499073078876e-05,trust,1.0,"Categorical - plus, January 2021 Words of the Day Quiz"
101,3.953552855319826e-05,8.156782746459708e-06,0.6136912395181705,1.5995055317998986e-05,0.0003251427358676326,0.3859199303793442,surprise,1.0,"Tanish, Pacific Gas and Electric Company is hiring near you."
102,0.00015964947514063708,0.00040352180121214286,9.381467031749551e-05,0.00031626500108920895,0.998891500982301,0.00013524806993959297,curiosity,1.0,"Capitulate - plus, The Words of the Week - 11/27/20"
103,0.0010927106591296118,0.000314285640783113,4.363605371145041e-05,0.9981524752093008,0.00012687937701422023,0.00027001306006066493,trust,0.9999999999999999,Everything you need to get started for Spring
104,0.9993378245047042,0.00018049009534817643,0.00023993098353335522,0.00021381932820598707,1.4484287657458487e-05,1.345080055095547e-05,enthusiasm,1.0000000000000002,You're on your way to a shining resume!
105,0.00012133744012005614,0.9994120534806322,9.799894647745211e-05,0.00020138281394829614,6.522742775263765e-05,0.00010199989106916001,urgency,0.9999999999999999,Final hours: Your $1 a week offer.
106,4.6667613644737636e-05,0.9987332221114441,2.1690417603709145e-05,0.00021717233644523036,0.0006794464913134567,0.0003018010295485074,urgency,0.9999999999999997,"Week In Review: Black Friday, Ascertainment, Hillbilly, and more"
107,0.00016488862655830876,4.408437925965819e-05,0.18481819140638578,0.0002620179540407487,0.814592285973062,0.00011853166069372347,curiosity,1.0000000000000002,Know how COVID-19 has Affected your Area!
108,0.004102977949335049,0.0011000308764105209,0.0032941219475519632,0.00022752345921900146,0.8121821154971718,0.17909323027031174,curiosity,1.0,Start Your Dictionary.com Adventure Here!
109,0.0015609177534932856,0.004657338000657778,0.41508550699284075,0.5751042083087275,0.0009328030943110415,0.0026592258499697347,trust,1.0000000000000002,Get more from Maple
110,0.0002910110743707956,0.08208858385720606,6.989460035142506e-05,0.23632488003334687,0.00015725052166208736,0.6810683799130626,exclusivity,0.9999999999999998,$2 a week: Gain clarity going forward.
111,0.0004927913220133018,0.000843112016032077,0.002025576690488403,0.003493948366194173,0.992585617170146,0.0005589544351257747,curiosity,0.9999999999999998,Business Administration? We've got you!
112,0.0009245616289792719,0.0001009366216006836,0.00011109660512110022,0.9985854589245177,0.000100241702716241,0.00017770451706512806,trust,1.0000000000000002,The Holiday Gift Guide for Word Lovers!
113,0.00045509049624913484,0.0005307470108724926,0.00016761484550851434,0.0011301060728005588,0.00012539376035781361,0.9975910478142114,exclusivity,0.9999999999999999,Welcome to the Market Games Main Rounds!
114,0.0004117462716916034,5.7577363765976896e-05,0.00011730613149322686,0.9986284105695902,0.0007776758586443687,7.283804814674065e-06,trust,1.0,Scholarship Opportunities for Mission Students
115,0.00026350185774626163,7.101618357659533e-05,0.00011072104277793195,0.00028763208119419044,0.001589176110728896,0.9976779527239762,exclusivity,1.0,Check out these new sports roles.
116,0.00023838430398797622,0.0002164422925985794,5.616311446137471e-05,0.9990775685908637,0.00023558547101513135,0.00017585622707307582,trust,0.9999999999999998,"Spring Classes Start Next Week, See What We Have to Offer!"
117,3.251235422588735e-05,2.8868318732371238e-05,0.9997453223331654,0.00014215716719305553,6.914261149598682e-06,4.422556553375639e-05,surprise,1.0,Drop #3: Medinas - Marketplace for Medical Equipment
118,0.9986080422930894,0.0001172345645070205,0.0006960113948104612,0.0002523633862521154,0.00022669821073989751,9.96501506011308e-05,enthusiasm,1.0000000000000002,You're Invited: STEM and Business Career Development Summit!
119,0.00017415741343552839,2.834659796715892e-05,5.74544015943675e-05,0.9994438976387535,0.00020299065644231073,9.315329180724602e-05,trust,1.0000000000000002,Are you looking at Digital Marketing as a Career in 2021?
120,5.045226212508761e-06,2.845857552743615e-05,0.00013795338375497125,7.289434677822339e-05,0.9997077906723232,4.785779540346017e-05,curiosity,0.9999999999999998,Laptop Loan Program and Upcoming Workshops
121,0.0010682584443451537,0.997552650626732,3.702171149993889e-05,3.972842920744174e-05,0.0009899274716334116,0.0003124133165820286,urgency,0.9999999999999999,Ends soon: $1 a week. The full story.
122,0.00010413874033433313,8.713886275203246e-05,1.3370711201191403e-05,0.00017441864356449339,0.9995030760891191,0.0001178569530286988,curiosity,0.9999999999999999,Have You Visited the Student Help Center Yet?
123,0.0020885278364062934,0.00044156206463863147,3.1367441111228083e-05,0.19460939225489948,0.8012671056853833,0.0015620447175610647,curiosity,1.0,Sleigh your holidays with these jobs
124,0.3882144736595706,3.986688462880541e-05,0.0003927662146943028,0.5748191212527268,0.0357139686485519,0.0008198033398277039,trust,1.0000000000000002,Confirm your Maplesoft e-mail subscription changes
125,0.0022975961681799546,0.001170128687905633,0.003500604062966636,0.14774164630662845,0.838916008661156,0.006374016113163271,curiosity,0.9999999999999999,Checked in with your team today?
126,0.0008359832476798584,0.9965703096525015,0.0008306690503799525,0.0011797539155891676,1.7165461032283004e-05,0.0005661186728173427,urgency,1.0000000000000002,Drop #4: Sike Insights
127,0.0008539327459226942,0.0005749319093343656,0.00041286736372306504,0.9969693687770063,0.0008292941314405634,0.0003596050725732048,trust,1.0000000000000002,Our Top Picks This Holiday Season!
128,0.4772664396435605,0.00015379176388338888,0.0005464256423270876,0.00022644956098623453,0.0002824807953074172,0.5215244125939351,exclusivity,0.9999999999999998,Join the company that works directly with NASA...
129,0.7504164853314752,0.00013741161282596078,3.52995362822223e-05,0.24920184420152036,0.0001005799011831872,0.00010837941671281128,enthusiasm,0.9999999999999998,"Octothorpe - plus, Why Are American and British English Different?"
130,0.8082463061198902,5.127374064407454e-05,0.0005776754711177738,7.139713540029464e-05,0.003861363671374109,0.1871919838615737,enthusiasm,1.0000000000000002,"Happy November from Harness: We've launched on Product Hunt! ""How to
 Fund Your Startup"" Workshop, and Hot New Jobs!"
131,0.00015847743549708714,0.9992100302543003,6.667001530367765e-05,0.00033309478231464517,9.607519925529186e-05,0.00013565231332935212,urgency,1.0000000000000004,One day only: $1 a week. Subscribe now.
132,0.0005443032858390626,0.9968960079297304,0.00045130871977888475,0.0010632022950410847,0.0008236671644626717,0.00022151060514794414,urgency,1.0,Get free study help
133,0.820616627320106,0.00014296690710740773,0.00011160879019079666,0.0001330181794283446,0.005089977026698323,0.17390580177646883,enthusiasm,0.9999999999999997,We've got new data science jobs for you!
134,0.00030302550805357513,4.2372179461466914e-05,0.8303354856984847,6.182977314231107e-05,0.1671420169674249,0.0021152698734330914,surprise,1.0,Some Government Job to Keep Applied During COVID-19
135,0.0006135082091462285,0.4371539397201206,0.5603940554878405,0.0005990607329531407,0.0006424984874600894,0.0005969373624794363,surprise,1.0,Tanish's Award
136,0.0005428496060195606,0.000547219740416941,0.0007053103402661678,0.9976626200651477,0.00010471317053504943,0.00043728707761465696,trust,1.0,Telehealth for Pets! | Drop #12
137,4.991100988987925e-05,4.57279076843633e-05,8.538669053948441e-05,0.7470223858584359,0.2526731985265204,0.00012339000693022313,trust,1.0000000000000002,Looking back at 2020 PitchBook product updates
138,2.1477994719793867e-05,0.2387830741107515,0.00011042998397523453,0.00021792439672105912,0.7608453934325718,2.1700081260560285e-05,curiosity,1.0,"Toady - plus, Words We're Watching: 'Vision Board'"
139,0.0003015339832652268,0.00032420995479065843,0.9987003109148616,0.00022996721881791662,0.00018394709222259003,0.00026003083604208025,surprise,1.0,Your Maple Evaluation is Ready to Go
140,8.962277642616039e-05,3.3840535280780116e-06,5.587197197020197e-06,1.3131246716574347e-05,6.51833053216545e-05,0.9998230914208104,exclusivity,0.9999999999999999,Julia Camacho mentioned you in Users can view all resolved issues in their district
141,0.0002524159010192656,0.0002882199125277569,7.358158595001712e-05,0.9991514857507606,0.00020529469005385977,2.900215968871367e-05,trust,1.0000000000000002,2020 Summer Session Payment Reminder
142,0.00015081644951352245,0.9996266288216771,3.62255874324491e-05,5.7469594695633946e-05,4.321270685040584e-05,8.564683983116843e-05,urgency,1.0000000000000002,"Febrile - plus, Is it 'day today' or 'day-to-day'?"
143,0.000396338494965264,0.28066948684819343,0.00021549444634505225,0.0002387763174568603,0.0007641297497491697,0.7177157741432904,exclusivity,1.0,Learn 45 different collaboration tools in 90 mins
